Unnamed--0,app_name,number_of_reviews,review_score,answer
6634,Ted by Dawn,32,0.285714286,Horror
6634,Ted by Dawn,32,0.285714286,Horror
6635,Envelop for Windows,5937,0.285714286,Puzzle
6636,Sid Meier's Ace Patrol: Pacific Skies,2434,0.285714286,Strategy
6637,Stone Tales,26,0.285714286,Adventure
6637,Stone Tales,26,0.285714286,Adventure
6638,Sideway,15,0.285714286,Platformer
6639,Civil War: 1863,52,0.285714286,Strategy
6640,Treeker: The Lost Glasses,49,0.285714286,Adventure
6640,Treeker: The Lost Glasses,49,0.285714286,Adventure
6641,LUXOR: 5th Passage ,23,0.285714286,Puzzle
6642,Party Saboteurs,555,0.285714286,Stealth
6643,Eclipse --- Defending the motherland,916,0.285714286,Strategy
6644,GRAV,288,0.285668688,Sci-fi
6645,Magic Duels,341,0.285009254,Card
6646,Sea Dogs: To Each His Own,195,0.284210526,Adventure
6647,Starship Corporation,230,0.28358209,Simulation
6647,Starship Corporation,230,0.28358209,Simulation
6648,Virginia,17,0.283333333,Adventure
6649,Guns'N'Zombies,10,0.283154122,Action
6650,Playing History 2 - Slave Trade,34,0.283018868,Educational
6651,Astral Terra,5,0.282608696,Adventure
6652,Franchise Hockey Manager 3,22,0.282051282,Sports
6653,Qubicle Voxel Editor,3970,0.282051282,Design
6654,Bet On Soldier,16933,0.282051282,Shooter
6655,Frontier,2038,0.282051282,Adventure
6656,Yohjo Simulator,3894,0.281553398,Simulation
6657,BIT.TRIP FATE,133,0.28125,Rhythm
6658,Wargame: European Escalation,764,0.28057554,Strategy
6659,Bridge Constructor Stunts,202,0.28,Simulation
6660,Akane the Kunoichi,92,0.28,Action
6660,Akane the Kunoichi,92,0.28,Action
6661,Legend of Numbers,6424,0.28,Puzzle
6661,Legend of Numbers,6424,0.28,Puzzle
6662,Distant Star: Revenant Fleet,287,0.28,Strategy
6663,Skyflower,369,0.28,Adventure
6664,Mata Hari,34,0.28,Adventure
6665,Bizarre Earthquake,165,0.28,Adventure
6666,TeraBlaster,40,0.279778393,Shooter
6667,RONIN,37,0.279583875,Action
6668,AntharioN,4188,0.279279279,RPG
6669,MorphVOX Pro 4 - Voice Changer,19,0.278688525,Simulation
6670,Royal Defense,21,0.278688525,Strategy
6671,Black Mirror I,11,0.278481013,Horror
6672,F.E.A.R. 3,751,0.278424351,Shooter
6673,Deus Ex: Mankind DividedÂƒ?Â›,1406,0.278320024,Action
6674,Construction-Simulator 2015,143,0.278195489,Simulation
6675,Gumboy Tournament,40,0.278106509,Platformer
6676,Deadlight DirectorÂƒ??s Cut,5,0.277777778,Action
6677,Highborn,4,0.277777778,Strategy
6678,Shin Samurai Jazz,3,0.277777778,Action
6678,Shin Samurai Jazz,3,0.277777778,Action
6679,Dungeonland,3,0.276190476,Adventure
6680,Bound By Flame,207,0.27589208,RPG
6681,Time Mysteries 2: The Ancient Spectres,5,0.275862069,Puzzle
6682,Zombie Solitaire,2,0.275862069,Card
6683,Runaway: A Road Adventure,3,0.275862069,Adventure
6684,Europa Universalis: Rome - Gold Edition,32,0.275362319,Strategy
6685,Hardware Engineering,16,0.275,Simulation
6686,Mars Colony: Challenger,10,0.275,Simulation
6687,Project Green Beat,333,0.272727273,Rhythm
6688,Excubitor,8,0.272727273,Sci-fi
6689,The Legend: A University Story,11,0.272727273,Simulation
6690,F-16 Multirole Fighter,270,0.272727273,Simulation
6691,O3DX,16,0.272727273,Racing
6692,Wars of Napoleon,13,0.272727273,Strategy
6693,A Princess' Tale,767,0.272727273,RPG
6694,Lands of Hope Redemption,1501,0.272727273,Fantasy
6695,Football Mogul 2014,5101,0.272727273,Sports
6696,Sky To Fly: Faster Than Wind,30,0.272727273,Adventure
6697,My Vet Practice: In the Country,861,0.272727273,Simulation
6698,ZombVR,109,0.272727273,Horror
6699,Monster Trucks Nitro,3,0.272727273,Racing
6700,GemBreak,1073,0.272727273,Puzzle
6701,LogoMaker 4,11,0.272727273,Design
6702,Army of Tentacles: (Not) A Cthulhu Dating Sim,282,0.272727273,Simulation
6703,Sebastien Loeb Rally EVO,2846,0.272727273,Racing
6703,Sebastien Loeb Rally EVO,2846,0.272727273,Racing
6704,Chronoclysm,715,0.272727273,Action
6705,DreamBreak,1533,0.272727273,Adventure
6706,Angeldust,12,0.272727273,Fantasy
6706,Angeldust,12,0.272727273,Fantasy
6707,Nighttime Terror: Dessert Defender,153,0.272727273,Tower Defense
6708,MiniOne Racing,14,0.272727273,Racing
6709,Zombie Camp,21,0.272727273,Horror
6710,King's Guard TD,473,0.272727273,Strategy
6711,PAC-MANÃ¢â€žÂ¢ CHAMPIONSHIP EDITION 2,141,0.272727273,Arcade
6712,10 Minute Barbarian,29,0.272727273,Action
6713,A.V.,16,0.272727273,Action
6713,A.V.,16,0.272727273,Action
6714,Z.A.R.,24,0.272727273,Action
6715,Pharaoh's Tomb,1,0.272727273,Adventure
6716,Romance of the Three Kingdoms Maker,77,0.272727273,Strategy
6717,Supreme League of Patriots Issue 3: Ice Cold in Ellis,24,0.272727273,Adventure
6718,Legends of the Universe - StarCore,1360,0.272727273,Sci-fi
6719,IACTURA,90,0.272727273,Action
6720,1942: The Pacific Air War,18,0.272727273,Action
6721,Savage Lands,88,0.272663387,Survival
6722,The Bureau: XCOM Declassified,29,0.271781534,Shooter
6723,Smash Up,58,0.271028037,Card
6724,Power-Up,217,0.270588235,Action
6725,Vertiginous Golf,142,0.270417423,Sports
6726,Volt,4045,0.269230769,Action
6727,MirrorMoon EP,98,0.26910299,Puzzle
6728,Escape Rosecliff Island,609,0.268817204,Puzzle
6729,Warlocks vs Shadows,66,0.268292683,Action
6730,Fallen Enchantress,3484,0.268292683,Fantasy
6731,Doors,655,0.267605634,Puzzle
6732,Jet Car Stunts,39,0.267605634,Racing
6733,Reaper - Tale of a Pale Swordsman,95,0.266968326,Action
6734,Butsbal,33,0.266666667,Sports
6735,Star Nomad,43,0.266666667,Sci-fi
6736,Max and the Magic Marker,22,0.266666667,Platformer
6737,Top Hat,21,0.266666667,Puzzle
6738,Zombie Pirates,70,0.266666667,Action
6739,Battlestations: Pacific,84,0.266533066,Strategy
6740,Beach Bounce,264,0.26618705,Visual novel
6741,PERFECT ANGLE: The puzzle game based on optical illusions,99,0.265822785,Puzzle
6742,Yosumin!,2,0.264705882,Puzzle
6743,Euro Fishing,1,0.264483627,Simulation
6744,Interstellaria,15,0.263565891,Sci-fi
6745,Trine 3: The Artifacts of Power,20,0.263318113,Platformer
6746,Vegas: Make It Big,28,0.263157895,Simulation
6747,Sir! I'd Like To Report A Bug!,27,0.263157895,Simulation
6748,Lilly and Sasha: Nexus of Souls,40,0.263157895,RPG
6749,Starlight Tactics,50,0.263157895,Strategy
6750,Goodnight Butcher,228,0.263157895,Horror
6751,The Apotheosis Project,5,0.263157895,Adventure
6752,Elminage Gothic,869,0.263157895,RPG
6753,Aegis,2588,0.263157895,Strategy
6754,Lamia Must Die,1189,0.262295082,Action
6755,Agarest: Generations of War 2,1,0.262135922,RPG
6756,C9,5,0.261802575,MMORPG
6757,Versus: Battle of the Gladiator,1530,0.260869565,Fighting
6758,Astroflux,4,0.260869565,Sci-fi
6759,Backgammon Blitz,6,0.260869565,Boardgame
6760,Evolve Stage 2,256,0.260504202,Shooter
6761,The Adventures of Mr. Bobley,24,0.260273973,Adventure
6762,Copa Petrobras de Marcas,150,0.259803922,Racing
6763,Velvet Sundown,1234,0.259546926,Simulation
6764,Revolution : Virtual Playspace,34,0.259259259,Simulation
6765,Poltergeist: A Pixelated Horror,12,0.259259259,Horror
6766,Approaching Blocks,15,0.259259259,Puzzle
6767,Taimumari: Definitive Edition,25,0.259259259,Platformer
6768,Bit Odyssey,38,0.259259259,Adventure
6769,Global ATC Simulator,147,0.259259259,Simulation
6770,Battle of the Bulge,26,0.259259259,Strategy
6771,Back to Dinosaur Island ,42,0.259259259,Adventure
6772,World of Diving,35,0.258503401,Simulation
6773,Merchants of Kaidan,20,0.258426966,Strategy
6774,Pier Solar and the Great Architects,405,0.258064516,RPG
6775,Nomad,24,0.256603774,Adventure
6775,Nomad,24,0.256603774,Adventure
6776,PlayClaw 5,77,0.256097561,Action
6777,Masked Forces,408,0.255813953,Shooter
6778,StuntMANIA Reloaded,193,0.255813953,Racing
6779,Season Match,15,0.255813953,Puzzle
6780,E.T. Armies,215,0.255813953,Sci-fi
6781,Thief,3413,0.255603692,Stealth
6782,The Elder Scrolls V: Skyrim Special Edition,21,0.255255255,RPG
6783,CrazyCars3D,1050,0.254901961,Racing
6784,Sherlock Holmes: The Secret of the Silver Earring,3960,0.254901961,Mystery
6785,World War II: Panzer Claws,319,0.254237288,Strategy
6786,Trials of the Blood Dragon,130,0.254237288,Action
6787,Tactical Intervention,472,0.253760628,Shooter
6788,Aerofly FS 1 Flight Simulator,218,0.253731343,Simulation
6789,A Valley Without Wind,1119,0.253731343,Adventure
6790,Close Combat - Gateway to Caen,376,0.253164557,Strategy
6791,Battleborn,243,0.253143535,Shooter
6792,StarDrive 2,82,0.252747253,Strategy
6793,Hamilton's Great Adventure,76,0.252336449,Puzzle
6794,Chompy Chomp Chomp,26,0.252173913,Arcade
6795,Sinister City,37,0.25210084,Adventure
6796,Risen 3 - Titan Lords,95,0.251360174,RPG
6797,Rise of the Argonauts,11,0.251184834,Action
6798,Savage Resurrection,17,0.25034965,Action
6799,Act of Aggression,49,0.25026178,Strategy
6800,Falcon 4.0,8,0.25,Simulation
6801,Mines of Mars,79,0.25,Adventure
6802,Hydraulic Empire,176,0.25,Strategy
6803,Riding Club Championships,52,0.25,Simulation
6804,The Corporate Machine,10,0.25,Strategy
6805,Memento Mori 2,33,0.25,Adventure
6806,Last Heroes 2,29,0.25,RPG
6807,Valerie Porter,4,0.25,Puzzle
6808,El Matador,48,0.25,Shooter
6809,Insecters War,794,0.25,Action
6810,Lost Labyrinth Extended Version,6542,0.25,Adventure
6811,Galactic Arms Race,13,0.25,Sci-fi
6812,Judgement,3089,0.25,Action
6813,Playthings: VR Music Vacation,377,0.25,Music
6814,DinerTown Tycoon,869,0.25,Simulation
6815,Supreme League of Patriots Issue 2: Patriot Frames,46,0.25,Adventure
6816,Geekbench 3,46,0.25,Benchmark
6817,Space Ark,348,0.25,Arcade
6817,Space Ark,348,0.25,Arcade
6818,Eschalon: Book 3,24,0.25,RPG
6819,Assault on Arnhem,467,0.25,Strategy
6820,Cars Toon: Mater's Tall Tales,238,0.25,Racing
6821,Railroad X,788,0.25,Simulation
6822,Redemption,16,0.25,Action
6823,School Bus Fun,5312,0.25,Simulation
6824,Clickteam Fusion 2.5 Free Edition,2115,0.25,Puzzle
6825,Quake II: Ground Zero,1312,0.25,Shooter
6826,Pirates vs Corsairs: Davy Jones's Gold,39,0.25,Action
6827,Operation: Matriarchy,33,0.25,Sci-fi
6828,Defenders of the Last Colony,161,0.25,Action
6829,Walkover,11,0.25,Sports
6830,Konung 3: Ties of the Dynasty,145,0.25,RPG
6831,Run For Rum,1375,0.25,Adventure
6832,Alien Hallway,8,0.25,Action
6833,AutoTileGen,202,0.25,Simulation
6834,TorqueL,683,0.25,Puzzle
6835,mr.President Prologue Episode,51,0.25,Simulation
6836,YOU DON'T KNOW JACK SPORTS,478,0.25,Trivia
6837,Exteria,626,0.25,Action
6838,Terra Lander Remastered,506,0.25,Arcade
6839,7 Wonders of the Ancient World,34,0.25,Puzzle
6839,7 Wonders of the Ancient World,34,0.25,Puzzle
6840,Chowderchu,519,0.25,Puzzle
6841,STAR WARSÂƒ?Â›: X-Wing Special Edition,531,0.25,Action
6842,Unearthing Colossal,80,0.25,Adventure
6843,Metal Assault - Gigaslave - Europe,13,0.25,Shooter
6844,TRAPPED,16,0.25,Puzzle
6845,ACID Music Studio 10 - Steam Powered,100,0.25,Music
6845,ACID Music Studio 10 - Steam Powered,100,0.25,Music
6846,Rogue Warrior,18,0.249011858,Action
6847,Blackguards 2,27,0.248780488,RPG
6848,Duke Nukem Forever,169,0.248312611,Shooter
6849,Dream,493,0.248251748,Adventure
6850,The Masterplan,637,0.248120301,Heist
6851,Z1 Battle Royale,55,0.246909455,Shooter
6852,HITMANÂƒ?Â›,261,0.24656811,Stealth
6853,Hydrophobia: Prophecy,796,0.246275197,Action
6854,FINAL FANTASY XIII-2,12,0.24610052,RPG
6855,Dragon Fin Soup,65,0.244755245,RPG
6856,Rogue's Tale,15,0.244444444,RPG
6857,Cults and Daggers,4028,0.244444444,Strategy
6858,LocoSoccer,1382,0.244444444,Sports
6859,The Lost Battalion: All Out Warfare,90,0.244444444,Strategy
6860,The Gate,1076,0.243902439,Fantasy
6860,The Gate,1076,0.243902439,Fantasy
6861,X3: Reunion,15,0.243902439,Space
6862,Homefront,22,0.243478261,Shooter
6863,War Thunder,11,0.243369404,Action
6864,Dead Island Riptide Definitive Edition,8,0.242857143,Action
6865,A New Beginning - Final Cut,84,0.242152466,Adventure
6866,Vector Thrust,134,0.241830065,Action
6867,Two Worlds: Epic Edition,678,0.241513094,RPG
6868,Shadows: Heretic Kingdoms,47,0.24137931,RPG
6869,The Deer God,83,0.24137931,Adventure
6870,Jagged Alliance Online: Reloaded,267,0.24137931,Strategy
6871,EVE: Valkyrie,85,0.24137931,Sci-fi
6872,FINAL FANTASY TYPE-0 HD,56,0.240594926,RPG
6873,Shroud of the Avatar: Forsaken Virtues,51,0.240196078,RPG
6874,Out There: ÃŽÂ© Edition,606,0.24,Sci-fi
6875,Codename: Rogue Fleet,37,0.239819005,Sci-fi
6876,The Crew,30,0.238306117,Racing
6877,The Little Crane That Could,36,0.238095238,Simulation
6877,The Little Crane That Could,36,0.238095238,Simulation
6878,The Way of the Pixelated Fist,8,0.238095238,Fighting
6879,MXGP - The Official Motocross Videogame Compact,35,0.238095238,Racing
6880,Metaverse,606,0.238095238,Simulation
6881,Freedom Force,23,0.237113402,Action
6882,FINAL TAKE,136,0.236842105,Horror
6883,The Guild II - Pirates of the European Seas,11,0.236363636,Simulation
6884,Nightside,24,0.236363636,Action
6885,Divine Slice of Life,107,0.235294118,Romance
6886,Jumpdrive,2,0.235294118,Sci-fi
6887,Banzai Escape,87,0.235294118,Action
6888,Last Inua,15,0.235294118,Adventure
6889,Redline,132,0.235294118,Racing
6890,Heroes & Generals,18,0.23476983,Shooter
6891,Jurassic Park: The Game,25,0.234567901,Adventure
6892,Signal Ops,243,0.234042553,Stealth
6893,The Escapists: The Walking Dead,58,0.233333333,Survival
6893,The Escapists: The Walking Dead,58,0.233333333,Survival
6894,35MM,430,0.233128834,Adventure
6894,35MM,430,0.233128834,Adventure
6895,Line of Sight,1216,0.233038348,Shooter
6896,Pyramid Raid,45,0.23255814,Adventure
6897,Dicetiny,66,0.232323232,RPG
6898,KickBeat Steam Edition,8,0.23150358,Rhythm
6899,Cyborg Rage,13,0.230769231,Action
6900,Fair Strike,28,0.230769231,Action
6901,Playing History 3 - Vikings,2,0.230769231,Adventure
6902,The Clockwork Man: The Hidden World,9,0.230769231,Puzzle
6903,Bermuda,31,0.230769231,Adventure
6904,Bone: Out from Boneville,234,0.230769231,Adventure
6905,Don't Let Go!,50,0.230769231,Horror
6905,Don't Let Go!,50,0.230769231,Horror
6906,Reptilian Rebellion,24,0.230769231,Action
6907,ArsonVille,816,0.230769231,Action
6908,Growing Pains,30,0.230769231,Simulation
6908,Growing Pains,30,0.230769231,Simulation
6909,Atom Fishing II,22,0.230769231,Simulation
6910,Stroke of Fate: Operation Valkyrie,263,0.230769231,Action
6911,Legionwood 2: Rise of the Eternal's Realm,7,0.230769231,RPG
6912,SpellForce 2 - Anniversary Edition,32,0.230769231,RPG
6913,C:\raft,95,0.230769231,Survival
6914,DUCATI - 90th Anniversary,268,0.230769231,Racing
6915,Blight of the Immortals,15,0.230769231,Strategy
6916,Hot Pinball Thrills,52,0.230769231,Arcade
6917,Gumball Drift,301,0.230769231,Racing
6918,Zombillie,168,0.230769231,Puzzle
6919,Frontlines: Fuel of War,1037,0.230088496,Shooter
6919,Frontlines: Fuel of War,1037,0.230088496,Shooter
6920,S.K.I.L.L. - Special Force 2,671,0.229749632,Shooter
6921,White Noise Online,684,0.229681979,Horror
6922,Arcane Worlds,196,0.229166667,Fantasy
6923,STAR WARSÂƒ?Â› Jedi Knight: Mysteries of the SithÂƒ?Â›,50,0.229090909,Action
6924,Digimon Masters Online,8693,0.229064039,RPG
6925,Zero-G VR,9831,0.228571429,Simulation
6926,Numba Deluxe,10893,0.228070175,Puzzle
6927,Cosmic Dust & Rust,104,0.228070175,Sci-fi
6928,Close Order,45,0.228070175,Strategy
6929,Train Simulator,1400,0.227906977,Simulation
6930,Dungeon Hearts,798,0.227586207,RPG
6931,Dogs of War Online - Beta,1250,0.22741433,Strategy
6932,Timber and Stone,56,0.227383863,Simulation
6933,Pay2Win: The Tricks Exposed,1,0.227272727,Simulation
6934,DIG IT! - A Digger Simulator,36,0.227272727,Simulation
6935,Mathoria: It All Adds Up,12,0.227272727,Educational
6936,Heileen 3: New Horizons,6,0.227272727,Adventure
6937,Abyss Odyssey,7,0.227016886,Action
6938,The Tower Of Elements,341,0.226666667,Puzzle
6939,Spellstone,41,0.226666667,Fantasy
6940,ZOMBI,47,0.226618705,Horror
6941,FINAL FANTASY IV: THE AFTER YEARS,17,0.226415094,RPG
6942,KRUNCH,355,0.225806452,Arcade
6943,Mad Combat Marines,54,0.225806452,Action
6944,Teenage Mutant Ninja Turtles: Mutants in Manhattan,184,0.225352113,Action
6945,Choice Chamber,258,0.225,Action
6946,Notruf 112,464,0.224489796,Simulation
6947,Evil Pumpkin: The Lost Halloween,240,0.224489796,Adventure
6948,SpellForce 2 - Faith in Destiny,140,0.224489796,RPG
6949,Super Killer Hornet: Resurrection,22,0.224489796,Shooter
6950,Bridge Constructor Playground,17,0.223529412,Puzzle
6951,Journey To The Center Of The Earth,216,0.223300971,Adventure
6952,Survivor Squad,10,0.222797927,Action
6953,Siege Wars,14,0.222222222,Strategy
6954,Elizabeth Find M.D. - Diagnosis Mystery - Season 2,33,0.222222222,Mystery
6955,Blowy Fish,5,0.222222222,Arcade
6956,I Get This Call Every Day,348,0.222222222,Simulation
6957,Enigmoon,27,0.222222222,Puzzle
6957,Enigmoon,27,0.222222222,Puzzle
6958,BASEBALL STARS 2,9,0.222222222,Sports
6959,Train Town,36,0.222222222,Simulation
6960,Nodiatis,19,0.222222222,MMORPG
6961,Outrage,36,0.222222222,Action
6962,Watchmen: The End Is Nigh,1757,0.222222222,Action
6963,Drive Megapolis,10,0.222222222,Racing
6964,The Incredible Adventures of Van Helsing II,97,0.222222222,Action
6965,Feudalism,2279,0.222222222,Strategy
6965,Feudalism,2279,0.222222222,Strategy
6966,Winning Putt: Golf Online,167,0.221556886,Sports
6967,Lichdom: Battlemage,752,0.221266615,Action
6968,Vinyl,100,0.220779221,Music
6969,ShipLord,105,0.220588235,Action
6970,Through Abandoned: The Underground City,410,0.220338983,Adventure
6971,Insanity Clicker,26,0.219903692,Idle
6972,Sign Motion,1053,0.219512195,Puzzle
6973,Dead But Alive! Southern England,476,0.219512195,Zombie
6974,Gynophobia,40,0.217948718,Horror
6975,IGT Slots Paradise Garden,42,0.217391304,Casino
6976,Shadowcrypt,185,0.217391304,Adventure
6977,Alien Carnage / Halloween Harry,4376,0.217391304,Action
6978,F-22 Lightning 3,348,0.217391304,Simulation
6979,Gomo,19,0.217391304,Adventure
6980,Off-Road Drive,2233,0.217391304,Racing
6981,Hacker's Beat,151,0.217391304,Rhythm
6982,Tom Clancy's The Division,253,0.21727584,Shooter
6982,Tom Clancy's The Division,253,0.21727584,Shooter
6983,Polaris Sector,100,0.216783217,Strategy
6984,Governor of Poker 3,18,0.216168717,Card
6985,Call of Duty: Black Ops - OSX,335,0.215686275,Shooter
6986,DogFighter,4,0.215311005,Action
6987,Deepworld,39,0.215189873,Adventure
6988,PROTOTYPE 2,16,0.215066829,Action
6989,Intruder Alert: Ixian Operations,7,0.214285714,Action
6989,Intruder Alert: Ixian Operations,7,0.214285714,Action
6990,The Guild Gold Edition,39,0.214285714,Simulation
6991,The World II: Hunting BOSS,12,0.214285714,Action
6992,Zombie Camp: Last Survivor,76,0.214285714,Horror
6993,Prophour23,35,0.214285714,Puzzle
6994,Spider-Man: Shattered Dimensions,29,0.214285714,Action
6995,Airship Dragoon,19,0.214285714,Steampunk
6996,Galaxy Reavers,77,0.214285714,Sci-fi
6997,Freight Tycoon Inc.,19,0.213483146,Simulation
6998,Cold War,78,0.213114754,Strategy
6999,Speedball 2 HD,26,0.212669683,Sports
7000,Card Dungeon,6479,0.212121212,RPG
7001,Shadow Hunter,209,0.212121212,Action
7002,Deus Ex: Invisible War,16,0.211367673,Action
7002,Deus Ex: Invisible War,16,0.211367673,Action
7003,Affected Zone Tactics,147,0.210526316,Strategy
7004,Servo,190,0.210526316,Strategy
7005,Rememoried,85,0.210526316,Surreal
7006,Dinocide,39,0.210526316,Adventure
7007,Pixel Puzzles Ultimate,318,0.210084034,Puzzle
7008,Trench Run,44,0.20754717,Action
7009,Cars,9,0.20754717,Racing
7010,Wooden Sen'SeY,21,0.20754717,Platformer
7011,Valhalla Hills,7,0.205673759,Strategy
7011,Valhalla Hills,7,0.205673759,Strategy
7012,ZanZarah: The Hidden Portal,372,0.205128205,Fantasy
7012,ZanZarah: The Hidden Portal,372,0.205128205,Fantasy
7013,Freshman Year,5,0.204819277,Simulation
7014,Krosmaster Arena,24,0.204545455,Strategy
7015,Amnesia: A Machine for Pigs,838,0.204444444,Horror
7016,Air Conflicts - Secret Wars,25,0.203883495,Action
7017,Rabbit Hole 3D: Steam Edition,53,0.203389831,Adventure
7018,Doorways: Prelude,73,0.203319502,Horror
7019,Marvel Puzzle Quest,238,0.2026538,Puzzle
7020,theHunter: Primal,196,0.202197802,Survival
7021,Gravity Compass,486,0.2,Puzzle
7022,Jaques Roque,19,0.2,Strategy
7022,Jaques Roque,19,0.2,Strategy
7023,Super Kitty Boing Boing,53,0.2,Platformer
7023,Super Kitty Boing Boing,53,0.2,Platformer
7024,SWR JST DX Selective Memory Erase Effect,10,0.2,Puzzle
7025,Ace of Protectors,5,0.2,Strategy
7026,Nature Defenders,51,0.2,Strategy
7027,Perimeter: Emperor's Testament,9,0.2,Strategy
7028,SEAL Team 12,56,0.2,Shooter
7029,ROGUS - Kingdom of The Lost Souls,241,0.2,RPG
7030,Purgatory: War of the Damned,175,0.2,Action
7031,R.O.O.T.S,20,0.2,Strategy
7032,Atomic Space Command,25,0.2,Strategy
7033,Just Bones,2685,0.2,Puzzle
7034,Alien Shooter: Revisited,7481,0.2,Shooter
7035,Build-A-Lot 4,20,0.2,Simulation
7036,East Tower - Takashi (ET Series Vol. 2),1869,0.2,Visual Novel
7037,B.A.D Battle Armor Division,25,0.2,Shooter
7038,Stable Orbit,20,0.2,Simulation
7039,Train Fever,11,0.2,Simulation
7040,Warriors of Vilvatikta,59,0.2,RPG
7041,Saga of the North Wind,33,0.2,Fantasy
7042,Haegemonia: Legions of Iron,11,0.2,Strategy
7043,Janken Cards,1,0.2,Card
7044,MAGIX Fastcut,24,0.2,Video
7044,MAGIX Fastcut,24,0.2,Video
7045,Autumn Park Mini Golf,28,0.2,Sports
7046,Escape from Paradise,2,0.2,Adventure
7047,Virtually Live presents Formula E Season Two Highlights,402,0.2,Sports
7048,Ancient VR coaster,17,0.2,Simulation
7049,Drizzlepath: Genie,107,0.2,Adventure
7050,Unforgiving Trials: The Darkest Crusade,40,0.2,RPG
7051,The Construct,194,0.2,Puzzle
7052,Full Spectrum Warrior,9,0.2,Strategy
7053,Lectrovolt II,99,0.2,Puzzle
7054,Dreii,14,0.2,Puzzle
7055,Unheard Screams - King Leopold II's Rule Over The Congo,25,0.2,Historical
7056,Tile Miner,22,0.2,Puzzle
7057,Bernie Needs Love,379,0.2,Platformer
7058,Paintball 707,3,0.2,Shooter
7059,Chronicles of Mystery: The Scorpio Ritual,136,0.2,Adventure
7060,The Seeker,104,0.2,Adventure
7061,Silver Bullet: Prometheus,140,0.2,Action
7062,The Forgotten Forest,20,0.2,Adventure
7063,GAIN,218,0.2,Puzzle
7064,Pacific Storm,367,0.2,Strategy
7065,Yargis - Space Melee,3526,0.2,Action
7065,Yargis - Space Melee,3526,0.2,Action
7066,Lantern,6970,0.2,Puzzle
7067,Think To Die,1419,0.2,Puzzle
7068,Heroes of Might & Magic III - HD Edition,1315,0.2,Strategy
7069,VR Toolbox: 360 Desktop,1524,0.2,Simulation
7069,VR Toolbox: 360 Desktop,1524,0.2,Simulation
7070,CrossWorlds: Escape,16,0.2,Adventure
7071,A Game of Dwarves,869,0.2,Simulation
7072,Ghoul Kid,76,0.2,Horror
7073,Puzzle Chronicles,5,0.2,Puzzle
7074,The Stargazers,31,0.2,Sci-fi
7075,Tales of Monkey Island: Chapter 3 - Lair of the Leviathan ,11,0.2,Adventure
7076,Dark Ages,15,0.2,RPG
7077,Space Galaxy - Graphics Pack,224,0.2,Sci-fi
7078,"Zombie Hunter, Inc.",11,0.2,Action
7079,Garden Rescue,4,0.2,Strategy
7080,Paparazzi,43,0.2,Simulation
7081,Front Mission Evolved,28,0.2,Action
7082,Tyler,49,0.2,Action
7083,The Daring Mermaid Expedition,215,0.2,Adventure
7084,Battle Of Europe,208,0.2,Action
7085,NS2: Combat,86,0.2,Shooter
7086,Rooftop Cop,4,0.2,Indie
7087,Afterlife Empire,110,0.2,Simulation
7088,Mahjong Roadshow,24,0.2,Puzzle
7089,The Nightmare Cooperative,81,0.2,Puzzle
7090,Jewel Quest,54,0.2,Puzzle
7091,Nexus : One Core,5,0.2,Action
7092,UNCORPOREAL - Fluffy!,12,0.2,Adventure
7093,The Orchard of Stray Sheep,16,0.2,Puzzle
7094,Star Traders: 4X Empires,1038,0.2,Strategy
7095,SkyScrappers,146,0.2,Fighting
7096,BattleTime,205,0.2,Strategy
7097,Leviathan: The Cargo,8,0.2,Adventure
7098,Disney Pirates of the Caribbean: At Worlds End,188,0.2,Adventure
7099,D.W.A.R.F.S.,885,0.2,Strategy
7100,Dungeon Crawlers HD,1035,0.2,RPG
7101,Crash Landing,21,0.2,Adventure
7102,ALONE? - VR,94,0.2,Adventure
7102,ALONE? - VR,94,0.2,Adventure
7103,The Quivering,32,0.2,Horror
7104,Qantas VR,14,0.2,Simulation
7105,Overclocked: A History of Violence,21,0.2,Thriller
7106,ALICE VR,136,0.2,Adventure
7107,A Verdant Hue,79,0.2,Adventure
7108,Tom Clancy's Ghost Recon Future Soldier,4,0.198380567,Shooter
7109,Z,14,0.198237885,RPG
7110,Tomb Raider (VI): The Angel of Darkness,9,0.197368421,Action
7111,Orcs Must Die! Unchained,65,0.197331851,Action
7112,Battle of Empires : 1914-1918,51,0.196480938,Strategy
7113,SpaceCorn,130,0.196428571,Sci-fi
7114,Call to Arms,5,0.195970696,Strategy
7115,WARMODE,169,0.194473087,Shooter
7116,Gates of Horizon,47,0.194029851,Simulation
7117,Timore Inferno,16,0.194029851,Horror
7118,Alpha KimoriÃ¢â€žÂ¢ Episode One ,4736,0.194029851,RPG
7119,The Divergent Series: Allegiant VR,1346,0.193548387,Adventure
7120,Myst: Masterpiece Edition,2446,0.193548387,Adventure
7121,Mahjong Pretty Girls Battle : School Girls Edition,933,0.193548387,Puzzle
7122,Beyond Divinity,3176,0.193548387,RPG
7123,Gish,624,0.19205298,Platformer
7124,I Am Alive,273,0.191539365,Survival
7125,The Westport Independent,130,0.191011236,Simulation
7126,Sentinel,119,0.19047619,Strategy
7127,Star Rangers XE,6,0.189873418,Sci-fi
7128,Warlock 2: the Exiled,91,0.189814815,Strategy
7129,"7 Grand Steps, Step 1: What Ancients Begat",403,0.189473684,Strategy
7130,Anna - Extended Edition,69,0.189427313,Adventure
